Geneid	S1	S2	S3	S4	S5	S6	S7	S8
ENSG00000101342.10	0	0	1	4	7	0	10	0
ENSG00000101347.11	244	267	640	319	230	204	997	816
ENSG00000080839.12	740	677	1317	604	499	498	1031	1026
ENSG00000231241.1	0	0	13	3	0	0	7	14
ENSG00000226144.2	1	0	2	6	0	0	0	2
ENSG00000269846.1	0	0	27	17	0	0	30	17
ENSG00000101353.15	66	48	83	37	29	52	179	117
ENSG00000236159.1	0	0	0	0	0	0	0	0
ENSG00000118705.17	1073	1242	1816	1184	989	1143	1309	1408
ENSG00000118702.11	0	0	2	0	0	0	0	0
ENSG00000101363.13	243	218	470	276	96	75	607	411
ENSG00000286240.1	0	0	0	3	0	2	1	4
ENSG00000197122.13	50	50	161	78	18	17	105	102
ENSG00000213979.3	1	1	2	0	1	0	0	4
ENSG00000166619.15	318	388	855	471	51	63	685	741
ENSG00000053438.11	8	0	4	4	0	0	4	0
ENSG00000276603.1	0	0	5	1	0	0	2	3
ENSG00000235044.1	1	0	4	1	0	0	0	0
ENSG00000274469.2	0	0	1	5	0	0	0	1
ENSG00000228234.1	0	0	0	0	0	0	2	0
ENSG00000225759.1	4	0	1	0	0	0	0	0
ENSG00000204117.2	0	0	1	0	2	0	3	3
ENSG00000132792.19	290	251	741	407	96	113	983	778
ENSG00000132821.12	0	0	3	0	0	0	0	0
ENSG00000199683.1	21	18	11	18	21	9	18	17
ENSG00000101407.13	187	267	1225	625	77	60	981	816
ENSG00000101413.12	402	418	693	435	164	210	870	683
ENSG00000264767.2	0	0	0	1	0	1	0	0
ENSG00000277550.1	0	0	0	2	0	1	0	6
ENSG00000198959.12	93	157	33	15	1	7	8	15
ENSG00000149633.12	6	22	39	42	0	8	13	20
ENSG00000277829.1	0	0	1	0	0	0	0	0
ENSG00000285144.1	0	0	0	0	0	0	0	0
ENSG00000285347.1	0	9	1	0	0	0	0	7
ENSG00000285100.1	0	0	1	0	3	5	8	5
ENSG00000206249.3	0	0	1	0	0	2	2	1
ENSG00000101425.14	3	0	7	1	6	7	1	2
ENSG00000129988.6	3	19	8	3	0	5	3	7
ENSG00000275285.1	0	0	0	0	0	0	0	0
ENSG00000224635.2	0	0	4	9	2	0	6	5
ENSG00000275401.1	0	0	3	0	0	0	1	0
ENSG00000196756.14	282	429	2625	1600	255	222	2934	2607
ENSG00000277034.1	0	0	0	0	0	0	0	0
ENSG00000235408.6	3	15	37	32	24	19	23	25
ENSG00000225091.3	0	0	0	0	0	0	0	0
ENSG00000201512.1	0	0	0	0	0	0	0	0
ENSG00000200354.1	0	0	0	0	0	0	0	0
ENSG00000201811.1	0	0	0	0	0	0	0	0
ENSG00000174365.21	70	187	567	312	80	29	516	413
ENSG00000274309.1	0	0	0	0	0	0	0	0
ENSG00000199266.1	0	0	0	0	0	0	0	0
ENSG00000170471.15	275	319	1194	468	141	136	750	719
ENSG00000275453.2	0	0	0	1	0	0	0	3
ENSG00000231307.1	0	8	1	6	0	0	3	5
ENSG00000182035.13	0	0	0	0	0	1	0	0
ENSG00000289012.1	0	0	0	0	0	0	0	0
ENSG00000124143.11	6	0	2	6	0	0	3	0
ENSG00000213959.2	1	3	0	1	0	0	0	3
ENSG00000277965.1	0	0	0	0	0	0	0	0
ENSG00000101438.4	1	2	6	8	0	0	0	0
ENSG00000101442.10	23	42	260	104	20	24	167	122
ENSG00000199691.1	6	3	30	22	0	3	13	15
ENSG00000101445.10	5	0	1	5	1	0	6	0
ENSG00000240474.3	105	108	124	101	76	111	91	144
ENSG00000101447.15	869	1026	1270	768	129	117	1437	1131
ENSG00000274825.1	0	0	12	11	0	0	15	0
ENSG00000261431.1	6	4	60	17	13	13	25	55
ENSG00000101452.15	88	91	426	238	39	62	399	328
ENSG00000277581.1	3	2	8	0	0	7	21	16
ENSG00000223864.1	1	0	2	1	0	0	2	2
ENSG00000230324.1	0	2	2	0	0	0	1	0
ENSG00000287983.1	0	3	0	3	0	0	2	0
ENSG00000224357.1	0	0	0	0	0	0	0	0
ENSG00000275337.1	1	0	4	2	0	2	4	0
ENSG00000286083.1	0	0	0	1	0	0	0	0
ENSG00000229976.2	0	0	6	5	0	0	4	0
ENSG00000234878.1	0	0	0	0	0	0	0	0
ENSG00000237767.3	0	0	3	3	0	0	4	1
ENSG00000233415.1	0	0	1	4	0	0	0	0
ENSG00000223410.1	0	3	0	0	0	0	0	0
ENSG00000204103.4	50	98	24	27	10	3	24	32
ENSG00000229771.2	0	0	3	0	0	0	0	0
ENSG00000286972.1	0	1	0	3	0	0	0	0
ENSG00000238908.1	0	0	0	0	0	0	0	0
ENSG00000222612.1	0	0	0	0	0	0	0	0
ENSG00000198900.7	419	456	967	531	141	200	655	633
ENSG00000226648.2	15	13	71	70	0	21	96	66
ENSG00000124181.15	326	300	687	374	83	135	516	414
ENSG00000276169.1	0	0	5	0	0	0	0	7
ENSG00000174306.22	117	134	478	177	46	54	392	341
ENSG00000272407.1	0	0	0	0	0	0	0	0
ENSG00000242748.1	0	0	0	0	0	0	0	0
ENSG00000263989.2	0	3	1	2	1	0	3	6
ENSG00000235102.1	0	0	0	0	0	0	0	0
ENSG00000132793.12	0	0	0	2	0	0	1	0
ENSG00000183798.5	2	0	0	2	0	0	11	2
ENSG00000229398.1	0	0	0	0	0	0	0	0
ENSG00000124177.16	978	778	1359	604	315	353	936	893
ENSG00000235088.1	0	0	5	0	0	0	0	0
ENSG00000273951.1	7	0	6	7	0	0	0	2
ENSG00000232493.2	2	0	4	2	2	0	1	3
ENSG00000288843.1	0	0	0	3	0	0	0	0
ENSG00000252386.1	0	0	1	0	0	0	6	0
ENSG00000212224.1	0	0	0	0	0	0	0	0
ENSG00000225458.1	0	0	0	0	0	0	0	0
ENSG00000223651.1	7	0	4	0	0	0	2	2
ENSG00000228959.1	0	0	0	0	0	0	7	0
ENSG00000196090.13	15	4	16	12	0	0	2	6
ENSG00000229892.1	0	0	0	0	0	0	0	0
ENSG00000229042.2	4	0	2	1	0	0	1	0
ENSG00000227599.1	1	0	0	0	0	0	3	0
ENSG00000223190.1	1	0	0	0	0	0	1	0
ENSG00000233508.4	1	6	2	2	0	0	3	5
ENSG00000240639.3	67	63	62	65	50	47	52	70
ENSG00000226038.5	1	18	18	11	8	9	15	20
ENSG00000252193.1	0	0	0	0	0	0	0	0
ENSG00000237555.1	0	0	0	0	0	0	0	0
ENSG00000201021.1	0	0	0	0	0	0	0	0
ENSG00000233711.1	0	0	0	0	0	0	0	0
ENSG00000206998.1	0	0	0	2	0	0	0	0
ENSG00000124193.16	349	336	2702	1414	77	72	2188	1673
ENSG00000288000.1	0	0	0	0	0	0	0	0
ENSG00000201372.1	0	0	0	1	0	0	0	0
ENSG00000185513.17	45	29	68	33	8	9	71	31
ENSG00000234271.1	0	7	0	0	0	0	0	0
ENSG00000277611.1	0	0	0	0	0	0	0	0
ENSG00000226143.1	0	0	0	0	0	0	0	0
ENSG00000101049.18	0	0	2	5	0	0	4	3
ENSG00000282876.1	5	4	29	23	7	2	29	6
ENSG00000101052.13	1202	1023	2195	1578	736	710	2260	2108
ENSG00000215467.2	3	1	3	4	0	0	2	5
ENSG00000101057.16	1989	1604	2756	1500	587	632	2023	1609
ENSG00000124196.6	0	0	4	3	0	0	0	0
ENSG00000206801.1	0	0	0	0	0	0	0	0
ENSG00000233277.1	0	0	0	1	0	0	0	0
ENSG00000124191.18	159	136	109	116	49	48	171	158
ENSG00000241229.3	0	0	0	0	1	1	0	0
ENSG00000149596.7	25	11	5	6	0	7	10	3
ENSG00000287570.1	0	0	0	5	0	0	0	0
ENSG00000132823.11	2116	2052	1930	1220	799	811	1739	1589
ENSG00000223891.7	164	202	408	242	36	55	326	228
ENSG00000124194.17	0	4	16	16	1	1	17	36
ENSG00000197296.6	28	46	148	69	25	5	104	100
ENSG00000101074.5	0	5	0	0	0	0	6	0
ENSG00000201363.2	0	0	0	0	0	0	0	0
ENSG00000226812.2	0	0	1	2	0	0	0	0
ENSG00000101076.19	7	5	15	10	1	5	4	4
ENSG00000229005.2	0	0	1	1	0	0	0	0
ENSG00000233376.1	0	0	2	0	0	0	0	0
ENSG00000266151.1	0	0	0	0	0	0	0	0
ENSG00000168746.8	0	0	3	4	0	0	0	1
ENSG00000226243.1	21	13	33	28	7	6	18	36
ENSG00000124120.11	90	108	685	341	107	106	753	505
ENSG00000132824.14	325	387	882	417	148	154	760	741
ENSG00000168734.14	406	335	1131	610	272	241	1299	1050
ENSG00000196839.14	718	740	1440	857	450	501	1608	1232
ENSG00000283440.1	0	0	0	0	0	0	0	0
ENSG00000132832.10	0	0	0	0	0	0	0	0
ENSG00000244558.6	5	0	0	10	9	1	5	3
ENSG00000064205.11	234	196	43	36	33	34	38	18
ENSG00000124249.7	2	0	1	2	0	0	1	0
ENSG00000276223.1	0	0	0	0	0	0	0	0
ENSG00000101098.13	0	11	9	5	0	0	0	1
ENSG00000277708.1	0	0	0	0	0	0	0	0
ENSG00000286100.1	11	9	9	8	0	0	0	3
ENSG00000166913.13	1839	1578	3923	1826	485	582	5045	4052
ENSG00000101104.13	57	46	198	67	22	38	177	111
ENSG00000025772.8	838	1052	2537	1253	544	552	3441	2549
ENSG00000227477.1	2	4	12	5	6	0	12	13
ENSG00000101109.12	279	212	1211	575	92	127	1220	802
ENSG00000252021.1	0	0	0	0	0	0	0	0
ENSG00000124134.9	4	0	2	6	0	0	0	1
ENSG00000175121.11	0	0	4	2	0	0	0	0
ENSG00000168703.5	0	0	0	0	0	0	0	0
ENSG00000283142.1	0	0	0	0	0	0	0	0
ENSG00000124102.5	0	0	1	0	0	0	0	0
ENSG00000289172.1	5	0	0	0	0	0	0	0
ENSG00000124233.12	0	0	0	0	0	0	7	0
ENSG00000124157.7	0	5	0	1	0	0	0	0
ENSG00000233352.1	0	0	0	0	0	0	0	0
ENSG00000243995.3	0	0	0	0	0	0	0	0
ENSG00000124107.5	8	0	0	0	0	0	0	0
ENSG00000124159.17	0	14	8	8	0	9	1	7
ENSG00000124232.11	0	0	9	11	3	0	8	4
ENSG00000124145.6	148	150	132	60	34	21	207	168
ENSG00000275894.1	10	0	0	0	0	0	0	5
ENSG00000204070.10	331	329	551	395	187	241	581	566
ENSG00000254806.5	0	0	2	0	0	0	0	0
ENSG00000124251.11	1	0	4	6	0	0	2	29
ENSG00000232880.1	0	0	0	0	0	0	0	0
ENSG00000244274.9	0	4	3	2	1	1	23	5
ENSG00000124155.19	267	296	583	382	353	426	548	513
ENSG00000273555.1	0	0	0	0	0	0	0	0
ENSG00000277022.1	0	0	4	0	0	0	0	0
ENSG00000101443.18	1	1	2	1	0	0	3	2
ENSG00000237464.1	0	0	0	0	0	0	0	0
ENSG00000237068.1	0	0	2	1	0	0	0	0
ENSG00000101446.8	0	0	0	0	0	0	0	0
ENSG00000243543.9	0	0	0	1	0	0	0	0
ENSG00000249139.2	0	0	0	0	0	0	0	0
ENSG00000232135.1	0	0	0	0	0	0	0	0
ENSG00000229900.1	0	0	0	0	0	0	0	0
ENSG00000101448.14	3	7	18	3	0	0	9	3
ENSG00000158901.12	0	0	5	2	0	0	0	0
ENSG00000201923.1	0	0	0	0	0	0	0	0
ENSG00000230860.1	0	3	0	0	0	0	0	1
ENSG00000180205.4	11	0	0	1	0	0	0	0
ENSG00000180305.5	0	10	0	2	0	0	0	0
ENSG00000235508.3	17	13	26	26	17	21	28	42
ENSG00000180083.11	0	0	0	0	0	0	0	0
ENSG00000182931.10	0	6	0	2	0	0	0	0
ENSG00000168634.5	0	0	0	0	0	0	0	0
ENSG00000266071.1	0	0	0	0	0	0	0	0
ENSG00000149651.4	0	0	0	0	0	0	0	0
ENSG00000226188.2	0	0	0	1	0	0	4	0
ENSG00000124116.19	75	62	27	23	29	7	25	34
ENSG00000168630.3	0	0	0	0	0	0	0	0
ENSG00000221046.1	0	0	0	0	0	0	0	0
ENSG00000101457.13	588	514	1088	522	328	341	1312	1075
ENSG00000175063.17	3711	3886	6059	4032	1121	1272	6925	5889
ENSG00000101470.10	1	0	17	22	8	3	9	15
ENSG00000124104.19	224	109	322	161	50	81	467	341
ENSG00000101473.17	182	109	295	141	176	171	330	295
ENSG00000277051.1	0	0	0	0	0	0	0	0
ENSG00000132801.7	47	36	116	57	22	15	118	107
ENSG00000168612.5	210	221	462	292	27	27	466	351
ENSG00000149634.5	0	0	19	5	0	0	1	13
ENSG00000124257.7	0	6	26	13	21	3	37	29
ENSG00000064601.21	123	191	240	147	152	127	163	220
ENSG00000271984.1	0	0	0	0	0	0	0	0
ENSG00000100979.15	519	530	733	412	400	447	712	590
ENSG00000285796.1	57	54	92	80	11	12	142	101
ENSG00000100982.12	384	452	707	468	276	292	822	745
ENSG00000198026.8	144	86	354	205	32	33	323	346
ENSG00000235525.1	0	0	0	3	0	0	0	0
ENSG00000100985.7	5	0	10	16	0	0	3	0
ENSG00000204044.6	5	0	4	9	0	5	4	0
ENSG00000124140.15	32	43	47	48	15	18	43	26
ENSG00000124160.12	29	37	365	226	29	44	268	291
ENSG00000213820.3	2	1	2	2	0	5	1	4
ENSG00000101017.15	9	5	25	6	114	77	147	169
ENSG00000229957.1	0	0	0	1	0	0	0	2
ENSG00000149654.11	13	15	43	8	10	6	19	11
ENSG00000080189.15	131	113	692	436	122	126	697	566
ENSG00000273828.2	8	17	29	24	6	1	31	17
ENSG00000062598.18	78	73	323	166	32	38	423	359
ENSG00000215452.5	0	0	1	0	0	0	3	0
ENSG00000283757.1	0	0	0	8	0	0	6	0
ENSG00000225849.2	0	0	0	0	0	0	0	0
ENSG00000184617.10	0	0	0	0	0	0	0	0
ENSG00000198185.12	5	8	10	11	0	0	0	1
ENSG00000149635.3	2	0	1	2	0	0	2	0
ENSG00000158296.14	155	221	800	479	166	222	820	664
ENSG00000273893.1	2	7	29	20	0	0	36	29
ENSG00000172315.6	624	556	1886	1054	446	515	3353	2439
ENSG00000271784.1	11	8	11	16	0	5	7	3
ENSG00000197496.6	43	32	219	108	18	29	278	306
ENSG00000222874.1	2	0	0	0	0	0	0	0
ENSG00000235922.1	0	0	0	0	0	0	0	0
ENSG00000064655.19	1611	1522	1558	815	138	118	297	296
ENSG00000236028.1	0	3	0	9	0	0	3	0
ENSG00000226769.1	0	0	0	1	0	0	0	0
ENSG00000239783.1	0	0	0	0	0	0	0	4
ENSG00000215450.2	3	2	19	8	2	3	5	3
ENSG00000264901.1	0	0	0	0	0	0	0	0
ENSG00000101040.20	1444	1420	2040	1079	1053	1293	2105	1901
ENSG00000267882.2	11	2	14	10	6	14	24	28
ENSG00000273451.1	0	14	2	0	0	3	6	11
ENSG00000231119.2	14	1	27	7	7	10	28	15
ENSG00000289329.1	0	0	0	0	0	0	0	0
ENSG00000224565.2	0	0	0	0	0	0	0	3
ENSG00000234075.1	0	0	0	0	0	1	0	0
ENSG00000202186.1	0	0	0	0	0	0	0	0
ENSG00000201742.1	0	0	0	0	0	0	0	0
ENSG00000124151.19	389	323	674	348	120	109	684	690
ENSG00000229853.1	0	8	6	2	0	0	2	0
ENSG00000196562.15	1245	1251	468	381	146	212	152	198
ENSG00000255438.2	4	0	3	1	5	0	5	4
ENSG00000238950.1	0	0	0	0	0	0	0	0
ENSG00000215448.3	0	0	0	1	0	0	0	0
ENSG00000251770.1	0	0	3	0	0	0	0	0
ENSG00000238785.1	0	0	0	0	0	0	0	0
ENSG00000234967.2	0	0	1	0	0	0	2	1
ENSG00000228503.1	0	9	0	0	0	0	1	1
ENSG00000287443.1	0	0	0	0	0	0	0	0
ENSG00000237423.3	3	4	15	5	0	1	3	4
ENSG00000229522.1	0	0	3	0	0	0	0	0
ENSG00000286179.1	0	0	0	0	0	0	0	0
ENSG00000287335.1	9	1	7	1	3	0	3	0
ENSG00000276923.1	0	0	2	0	0	0	0	0
ENSG00000287107.1	0	0	0	0	0	0	0	0
ENSG00000289072.1	0	0	6	0	0	1	0	0
ENSG00000288083.1	0	0	1	0	0	3	3	5
ENSG00000286063.1	2	7	6	3	0	0	12	2
ENSG00000235621.10	4	9	6	3	0	0	4	8
ENSG00000236874.1	0	0	0	1	0	0	0	0
ENSG00000274261.2	0	0	5	0	5	0	0	2
ENSG00000281365.1	0	0	0	0	0	0	0	2
ENSG00000281460.1	0	0	0	0	0	0	0	0
ENSG00000238452.1	0	0	0	0	0	0	0	0
ENSG00000124126.14	855	889	825	425	565	734	1089	904
ENSG00000286159.1	0	0	6	13	0	0	10	16
ENSG00000278231.1	3	7	90	47	30	20	83	62
ENSG00000124198.10	437	325	1128	578	420	406	995	836
ENSG00000230758.1	0	0	1	0	0	0	0	1
ENSG00000227431.6	0	0	5	0	2	3	8	0
ENSG00000124207.17	4705	4967	11984	8722	2921	3055	11384	10850
ENSG00000124214.21	1266	1476	2147	1121	672	469	2129	2012
ENSG00000226284.1	2	0	0	2	0	0	2	3
ENSG00000124228.15	165	163	496	307	97	98	420	339
ENSG00000124201.15	158	158	526	270	152	197	771	801
ENSG00000177410.13	5160	5092	8957	7874	3631	4103	13480	13893
ENSG00000277830.1	0	0	0	0	0	0	0	0
ENSG00000209042.1	6	8	50	32	12	10	97	85
ENSG00000274760.1	0	0	0	0	0	0	0	0
ENSG00000222365.1	0	6	11	15	0	0	13	11
ENSG00000277967.1	0	0	0	0	0	0	0	0
ENSG00000212304.1	0	0	0	0	0	0	0	0
ENSG00000158445.10	9	2	11	4	0	0	3	5
ENSG00000283529.1	1	0	4	0	0	0	1	0
ENSG00000124212.6	3	0	5	2	8	1	14	27
ENSG00000158470.5	442	460	1231	645	300	189	1244	1124
ENSG00000276031.1	6	3	3	2	4	0	5	7
ENSG00000231878.1	3	3	7	4	1	0	9	4
ENSG00000252540.1	0	0	0	0	0	0	0	0
ENSG00000197818.12	84	67	138	94	42	82	127	120
ENSG00000237788.1	0	0	8	0	0	0	0	2
ENSG00000158480.11	43	46	140	67	15	23	148	138
ENSG00000199490.1	0	0	0	0	0	0	0	0
ENSG00000269103.2	0	0	0	0	0	0	0	0
ENSG00000124226.11	1403	1457	3201	1822	692	621	3990	3025
ENSG00000229222.1	0	0	0	2	0	9	0	1
ENSG00000206710.1	0	0	0	0	0	0	0	0
ENSG00000124216.4	275	229	208	146	71	62	220	221
ENSG00000231265.1	0	13	4	0	0	0	0	5
ENSG00000244687.13	86	101	179	76	22	23	98	111
ENSG00000124208.16	0	0	0	0	0	0	0	0
ENSG00000240849.11	565	453	641	347	128	131	666	584
ENSG00000237595.6	0	0	13	9	5	0	8	8
ENSG00000234698.1	9	0	0	0	4	0	0	1
ENSG00000231742.6	55	84	68	42	24	60	69	67
ENSG00000277449.1	4	0	3	3	3	2	3	5
ENSG00000172216.6	819	873	527	299	178	179	735	711
ENSG00000224397.8	1	0	16	7	1	3	10	8
ENSG00000203999.9	43	74	99	71	12	12	91	100
ENSG00000233077.2	16	7	10	12	10	4	12	10
ENSG00000244376.3	0	0	0	0	0	0	0	1
ENSG00000231715.1	0	0	0	0	0	1	0	0
ENSG00000196396.10	182	179	512	274	38	50	560	544
ENSG00000239742.3	15	14	15	10	14	11	16	23
ENSG00000201501.1	0	0	0	0	0	0	0	0
ENSG00000232043.1	6	0	7	14	5	1	11	10
ENSG00000208018.1	0	0	0	0	0	0	0	0
ENSG00000042062.13	0	11	9	8	4	0	0	1
ENSG00000221091.1	0	0	0	0	0	0	0	0
ENSG00000231302.1	0	0	0	0	0	0	0	0
ENSG00000234693.1	0	5	0	0	0	0	3	0
ENSG00000124171.9	45	24	218	130	0	3	193	125
ENSG00000124243.19	327	341	397	264	167	207	612	473
ENSG00000230043.1	0	0	0	0	0	0	0	0
ENSG00000101126.18	289	359	2789	1446	117	127	1839	1537
ENSG00000228663.1	3	0	7	2	0	0	0	7
ENSG00000259456.4	6	0	23	6	0	0	18	8
ENSG00000000419.14	722	641	2670	1625	222	297	2456	2318
ENSG00000124217.5	39	18	363	205	16	8	396	398
ENSG00000232358.1	0	0	0	2	0	0	0	0
ENSG00000026559.14	311	313	226	198	135	81	344	335
ENSG00000279835.1	0	0	2	0	0	0	0	0
ENSG00000228820.2	0	1	2	1	1	0	0	3
ENSG00000101096.20	50	44	60	34	23	18	72	64
ENSG00000266761.1	0	0	0	0	0	0	0	0
ENSG00000054793.14	467	422	404	181	330	436	423	491
ENSG00000215444.2	0	7	0	0	0	0	0	0
ENSG00000101115.13	7	1	14	18	0	0	0	0
ENSG00000227964.1	9	0	2	0	0	0	3	1
ENSG00000252467.1	0	0	3	0	0	0	0	0
ENSG00000252654.1	0	0	0	0	0	0	0	0
ENSG00000020256.20	326	344	882	504	80	117	1118	901
ENSG00000287511.1	0	0	4	0	0	0	0	0
ENSG00000233347.1	7	1	1	1	0	0	0	1
ENSG00000234948.2	10	10	21	15	3	5	17	18
ENSG00000225785.1	0	0	0	0	0	0	0	0
ENSG00000275958.1	0	0	0	0	0	0	0	0
ENSG00000232465.1	0	0	0	0	0	0	4	1
ENSG00000234821.1	0	0	0	0	0	0	0	0
ENSG00000232294.6	0	2	5	0	0	0	0	2
ENSG00000286250.1	0	0	2	0	0	0	0	0
ENSG00000232286.1	0	0	3	1	0	0	6	0
ENSG00000230636.1	0	0	0	1	0	0	0	0
ENSG00000182463.16	28	16	110	77	6	0	28	25
ENSG00000199218.1	2	1	3	6	2	3	0	4
ENSG00000286865.1	6	0	1	4	0	0	2	4
ENSG00000223492.1	4	0	7	6	0	0	0	1
ENSG00000227705.1	0	0	0	5	0	0	0	2
ENSG00000271774.1	0	0	0	1	0	0	0	0
ENSG00000231703.2	4	0	8	8	3	0	3	22
ENSG00000224530.1	0	0	0	0	0	0	0	0
ENSG00000259723.1	0	0	0	0	0	4	0	2
ENSG00000206959.1	0	0	1	0	0	0	0	0
ENSG00000197670.6	16	33	30	13	20	5	35	24
ENSG00000171940.14	600	779	1828	941	226	212	1589	1502
ENSG00000235415.1	0	0	0	2	0	0	0	0
ENSG00000238468.1	0	0	0	0	0	0	0	0
ENSG00000287886.1	5	25	19	25	1	0	48	33
ENSG00000225563.2	0	0	0	4	0	0	0	1
ENSG00000241721.1	0	3	0	6	0	1	0	2
ENSG00000064787.14	4	3	15	13	0	4	3	12
ENSG00000236352.1	0	0	3	2	0	0	0	0
ENSG00000265595.1	2	0	0	0	0	0	0	1
ENSG00000019186.10	8	0	3	9	0	0	2	8
ENSG00000286587.1	0	4	0	1	0	0	0	0
ENSG00000101132.10	1706	1473	3383	2675	809	947	3411	3735
ENSG00000286229.1	0	0	0	0	0	0	0	0
ENSG00000101134.12	0	0	7	6	0	0	0	0
ENSG00000252089.1	0	0	0	0	0	0	0	0
ENSG00000185834.10	61	65	100	68	40	55	85	80
ENSG00000235166.8	9	0	2	3	0	0	7	1
ENSG00000224008.1	6	0	2	7	0	0	0	0
ENSG00000275923.1	0	0	0	0	0	0	0	0
ENSG00000287478.1	0	0	0	0	0	0	0	0
ENSG00000286006.2	0	0	0	2	0	0	0	0
ENSG00000054803.4	10	0	10	4	0	0	3	3
ENSG00000222118.1	0	0	3	0	0	0	0	0
ENSG00000124089.4	0	0	2	0	0	0	0	0
ENSG00000235594.1	0	0	2	0	0	0	0	0
ENSG00000230843.1	0	0	0	1	0	0	0	0
ENSG00000124098.10	704	650	2410	1442	427	304	2014	1742
ENSG00000087586.18	1057	1019	2894	1671	532	460	2977	2644
ENSG00000101138.12	972	841	2047	1067	277	243	1722	1564
ENSG00000087589.17	7	0	4	4	0	1	1	2
ENSG00000228601.1	0	0	0	0	0	0	0	0
ENSG00000022277.13	1406	1567	2336	1114	483	560	2635	2130
ENSG00000124091.10	9	0	4	0	0	0	0	0
ENSG00000124103.10	0	0	0	0	0	0	1	0
ENSG00000280387.1	3	0	1	0	0	0	0	0
ENSG00000213714.1	6	5	2	3	0	0	8	0
ENSG00000287079.1	1	0	1	2	0	5	0	0
ENSG00000225657.2	0	0	0	0	0	0	0	1
ENSG00000214541.3	44	59	90	68	9	8	36	56
ENSG00000289199.1	0	2	3	2	0	0	0	0
ENSG00000087510.7	305	287	94	54	16	2	116	47
ENSG00000252091.1	0	0	0	0	0	0	0	0
ENSG00000241821.3	16	6	13	7	5	3	6	14
ENSG00000237000.1	0	0	0	0	0	0	0	0
ENSG00000231604.2	0	0	0	1	0	0	1	0
ENSG00000207158.1	0	0	0	0	0	0	0	0
ENSG00000231078.1	0	0	3	0	0	0	0	0
ENSG00000203266.3	2	0	0	2	0	0	0	0
ENSG00000288086.1	0	5	0	0	0	0	0	0
ENSG00000288946.1	4	0	1	0	0	0	0	0
ENSG00000280220.1	0	5	4	8	0	0	4	8
ENSG00000101144.13	1416	1315	1271	771	579	657	1214	1101
ENSG00000235032.1	4	0	0	0	0	0	0	0
ENSG00000226308.1	12	11	12	1	0	1	2	1
ENSG00000252064.1	0	0	0	0	8	0	0	0
ENSG00000266666.1	0	0	0	0	0	0	0	0
ENSG00000231005.1	0	0	0	0	0	0	0	0
ENSG00000054796.13	5	0	0	0	0	0	4	1
ENSG00000101146.13	753	684	1626	922	349	358	1455	1273
ENSG00000228995.1	0	0	3	4	0	2	3	0
ENSG00000256222.3	0	1	0	6	0	3	2	3
ENSG00000218018.4	7	0	13	12	0	1	23	12
ENSG00000132819.17	676	658	1082	592	231	154	1395	1009
ENSG00000286052.1	1	8	19	6	13	12	16	33
ENSG00000124097.8	7	1	9	11	0	1	3	4
ENSG00000124092.13	9	0	3	11	5	0	6	3
ENSG00000124253.11	131	117	6	15	22	12	17	7
ENSG00000227297.1	0	0	6	0	0	2	0	0
ENSG00000124256.15	0	0	6	9	0	0	18	3
ENSG00000124225.16	192	187	183	91	41	39	131	127
ENSG00000278709.2	12	6	11	6	0	0	16	11
ENSG00000263453.1	0	0	0	0	0	0	0	0
ENSG00000203971.2	2	0	0	6	0	0	0	0
ENSG00000275852.1	0	0	0	0	0	2	0	0
ENSG00000225708.6	0	0	0	0	0	0	0	0
ENSG00000270411.1	0	0	0	0	0	0	0	0
ENSG00000124237.6	2	4	0	0	0	0	0	0
ENSG00000124227.6	0	0	0	1	0	0	2	0
ENSG00000124224.18	246	326	276	154	78	20	186	131
ENSG00000124209.4	260	319	1584	917	33	54	1527	1294
ENSG00000124164.16	561	460	1492	830	253	254	1558	1235
ENSG00000198768.11	0	0	0	3	0	0	11	0
ENSG00000231290.6	23	13	0	12	0	0	8	1
ENSG00000254620.1	0	0	0	0	0	0	0	0
ENSG00000268941.2	0	4	3	2	0	0	0	0
ENSG00000124222.22	183	278	425	131	37	46	424	286
ENSG00000254995.4	0	8	5	4	0	0	0	3
ENSG00000215440.12	11	25	23	16	4	2	13	23
ENSG00000254419.1	0	0	1	0	0	0	0	5
ENSG00000237121.1	2	13	0	0	0	0	0	0
ENSG00000270279.1	0	0	0	0	0	0	0	0
ENSG00000268649.5	0	0	1	0	0	0	0	0
ENSG00000284040.1	0	0	0	0	0	0	0	0
ENSG00000216031.1	0	0	0	0	0	0	0	0
ENSG00000235590.8	0	0	3	1	0	0	2	0
ENSG00000268333.1	0	0	0	0	0	0	0	0
ENSG00000087460.29	25314	24671	18104	11256	7763	7223	19430	16499
ENSG00000276859.1	0	0	0	0	0	0	0	0
ENSG00000276722.1	0	0	0	0	0	0	0	0
ENSG00000274491.1	0	0	0	0	0	0	0	0
ENSG00000275069.1	0	0	0	0	0	0	0	0
ENSG00000225806.8	0	1	0	0	0	4	4	1
ENSG00000270951.1	0	0	0	0	0	0	0	0
ENSG00000285091.1	11	35	13	24	8	9	19	6
ENSG00000284985.1	0	0	1	2	0	0	0	1
ENSG00000101158.15	5	1	4	0	4	0	0	0
ENSG00000101160.15	30	63	68	42	0	5	83	95
ENSG00000101162.4	0	0	8	7	0	0	0	0
ENSG00000124172.10	14434	13303	16916	14694	11762	12682	21457	22615
